audiocs:0:audiocs:class	controller
unix:0:lufs_bufs:buf_constructed	16
unix:0:lufs_bufs:buf_inuse	0
unix:0:lufs_bufs:buf_max	31
unix:0:lufs_bufs:buf_size	256
unix:0:lufs_bufs:buf_total	31
unix:0:lufs_bufs:chunk_size	256
unix:0:lufs_bufs:class	kmem_cache
unix:0:lufs_bufs:crtime	69.2907152
unix:0:lufs_bufs:depot_alloc	1781
unix:0:lufs_bufs:depot_contention	0
unix:0:lufs_bufs:depot_free	1784
unix:0:lufs_bufs:empty_magazines	1
unix:0:lufs_bufs:free	16019
unix:0:lufs_bufs:full_magazines	0
unix:0:lufs_bufs:hash_lookup_depth	0
unix:0:lufs_bufs:hash_rescale	0
unix:0:lufs_bufs:hash_size	0
unix:0:lufs_bufs:magazine_size	7
unix:0:lufs_bufs:slab_alloc	16
unix:0:lufs_bufs:slab_create	1
unix:0:lufs_bufs:slab_destroy	0
unix:0:lufs_bufs:slab_free	0
unix:0:lufs_bufs:slab_size	8192
unix:0:lufs_bufs:snaptime	8464512.673449
unix:0:lufs_bufs:vmem_source	23
unix:0:lufs_mapentry_cache:align	8
unix:0:lufs_mapentry_cache:alloc	301817
unix:0:lufs_mapentry_cache:alloc_fail	0
unix:0:lufs_mapentry_cache:buf_avail	2808
unix:0:lufs_mapentry_cache:buf_constructed	2745
unix:0:lufs_mapentry_cache:buf_inuse	0
unix:0:lufs_mapentry_cache:buf_max	2808
unix:0:lufs_mapentry_cache:buf_size	112
unix:0:lufs_mapentry_cache:buf_total	2808
unix:0:lufs_mapentry_cache:chunk_size	112
unix:0:lufs_mapentry_cache:class	kmem_cache
unix:0:lufs_mapentry_cache:crtime	69.2907308
unix:0:lufs_mapentry_cache:depot_alloc	26401
unix:0:lufs_mapentry_cache:depot_contention	0
unix:0:lufs_mapentry_cache:depot_free	26793
unix:0:lufs_mapentry_cache:empty_magazines	2
unix:0:lufs_mapentry_cache:free	302209
unix:0:lufs_mapentry_cache:full_magazines	389
unix:0:lufs_mapentry_cache:hash_lookup_depth	0
unix:0:lufs_mapentry_cache:hash_rescale	0
unix:0:lufs_mapentry_cache:hash_size	0
unix:0:lufs_mapentry_cache:magazine_size	7
unix:0:lufs_mapentry_cache:slab_alloc	2745
unix:0:lufs_mapentry_cache:slab_create	39
unix:0:lufs_mapentry_cache:slab_destroy	0
unix:0:lufs_mapentry_cache:slab_free	0
unix:0:lufs_mapentry_cache:slab_size	8192
unix:0:lufs_mapentry_cache:snaptime	8464512.6748266
unix:0:lufs_mapentry_cache:vmem_source	23
unix:0:lufs_save:align	8
unix:0:lufs_save:alloc	15065
unix:0:lufs_save:alloc_fail	0
unix:0:lufs_save:buf_avail	339
unix:0:lufs_save:buf_constructed	32
unix:0:lufs_save:buf_inuse	0
unix:0:lufs_save:buf_max	339
unix:0:lufs_save:buf_size	24
unix:0:lufs_save:buf_total	339
unix:0:lufs_save:chunk_size	24
unix:0:lufs_save:class	kmem_cache
unix:0:lufs_save:crtime	69.2907008
unix:0:lufs_save:depot_alloc	830
unix:0:lufs_save:depot_contention	0
unix:0:lufs_save:depot_free	833
unix:0:lufs_save:empty_magazines	1
unix:0:lufs_save:free	15068
unix:0:lufs_save:full_magazines	0
unix:0:lufs_save:hash_lookup_depth	0
unix:0:lufs_save:hash_rescale	0
unix:0:lufs_save:hash_size	0
unix:0:lufs_save:magazine_size	15
unix:0:lufs_save:slab_alloc	32
unix:0:lufs_save:slab_create	1
unix:0:lufs_save:slab_destroy	0
unix:0:lufs_save:slab_free	0
unix:0:lufs_save:slab_size	8192
unix:0:lufs_save:snaptime	8464512.6762742
unix:0:lufs_save:vmem_source	23
unix:0:lwp_cache:align	8
unix:0:lwp_cache:alloc	16675
unix:0:lwp_cache:alloc_fail	0
unix:0:lwp_cache:buf_avail	104
unix:0:lwp_cache:buf_constructed	104
unix:0:lwp_cache:buf_inuse	176
unix:0:lwp_cache:buf_max	280
unix:0:lwp_cache:buf_size	912
unix:0:lwp_cache:buf_total	280
unix:0:lwp_cache:chunk_size	912
unix:0:lwp_cache:class	kmem_cache
unix:0:lwp_cache:crtime	69.262033
unix:0:lwp_cache:depot_alloc	2585
unix:0:lwp_cache:depot_contention	0
unix:0:lwp_cache:depot_free	2622
unix:0:lwp_cache:empty_magazines	4
unix:0:lwp_cache:free	16536
unix:0:lwp_cache:full_magazines	34
unix:0:lwp_cache:hash_lookup_depth	0
unix:0:lwp_cache:hash_rescale	0
unix:0:lwp_cache:hash_size	0
unix:0:lwp_cache:magazine_size	3
unix:0:lwp_cache:slab_alloc	280
unix:0:lwp_cache:slab_create	35
unix:0:lwp_cache:slab_destroy	0
unix:0:lwp_cache:slab_free	0
unix:0:lwp_cache:slab_size	8192
unix:0:lwp_cache:snaptime	8464512.6776686
unix:0:lwp_cache:vmem_source	23
unix:0:mac_impl_cache:align	8
unix:0:mac_impl_cache:alloc	0
unix:0:mac_impl_cache:alloc_fail	0
unix:0:mac_impl_cache:buf_avail	0
unix:0:mac_impl_cache:buf_constructed	0
unix:0:mac_impl_cache:buf_inuse	0
unix:0:mac_impl_cache:buf_max	0
unix:0:mac_impl_cache:buf_size	384
unix:0:mac_impl_cache:buf_total	0
unix:0:mac_impl_cache:chunk_size	384
unix:0:mac_impl_cache:class	kmem_cache
unix:0:mac_impl_cache:crtime	84.0829406
unix:0:mac_impl_cache:depot_alloc	0
unix:0:mac_impl_cache:depot_contention	0
unix:0:mac_impl_cache:depot_free	0
unix:0:mac_impl_cache:empty_magazines	0
unix:0:mac_impl_cache:free	0
unix:0:mac_impl_cache:full_magazines	0
unix:0:mac_impl_cache:hash_lookup_depth	0
unix:0:mac_impl_cache:hash_rescale	0
unix:0:mac_impl_cache:hash_size	0
unix:0:mac_impl_cache:magazine_size	3
unix:0:mac_impl_cache:slab_alloc	0
unix:0:mac_impl_cache:slab_create	0
unix:0:mac_impl_cache:slab_destroy	0
unix:0:mac_impl_cache:slab_free	0
unix:0:mac_impl_cache:slab_size	8192
unix:0:mac_impl_cache:snaptime	8464512.6790476
unix:0:mac_impl_cache:vmem_source	23
unix:0:marker_cache:align	8
unix:0:marker_cache:alloc	32425
unix:0:marker_cache:alloc_fail	0
unix:0:marker_cache:buf_avail	63
unix:0:marker_cache:buf_constructed	18
unix:0:marker_cache:buf_inuse	0
unix:0:marker_cache:buf_max	63
unix:0:marker_cache:buf_size	128
unix:0:marker_cache:buf_total	63
unix:0:marker_cache:chunk_size	128
unix:0:marker_cache:class	kmem_cache
unix:0:marker_cache:crtime	69.28272
unix:0:marker_cache:depot_alloc	43
unix:0:marker_cache:depot_contention	0
unix:0:marker_cache:depot_free	46
unix:0:marker_cache:empty_magazines	1
unix:0:marker_cache:free	32428
unix:0:marker_cache:full_magazines	0
unix:0:marker_cache:hash_lookup_depth	0
unix:0:marker_cache:hash_rescale	0
unix:0:marker_cache:hash_size	0
unix:0:marker_cache:magazine_size	7
unix:0:marker_cache:slab_alloc	18
unix:0:marker_cache:slab_create	1
unix:0:marker_cache:slab_destroy	0
unix:0:marker_cache:slab_free	0
unix:0:marker_cache:slab_size	8192
unix:0:marker_cache:snaptime	8464512.6804512
unix:0:marker_cache:vmem_source	23
unix:0:memscrub_kstat:class	misc
unix:0:memscrub_kstat:crtime	82.7669948
unix:0:memscrub_kstat:done_early	196
unix:0:memscrub_kstat:done_late	0
unix:0:memscrub_kstat:early_sec	6128
unix:0:memscrub_kstat:errors_found	0
unix:0:memscrub_kstat:force_run	0
unix:0:memscrub_kstat:interval_ticks	4218
unix:0:memscrub_kstat:late_sec	0
unix:0:memscrub_kstat:snaptime	8464512.6818866
unix:0:memseg_cache:align	8
unix:0:memseg_cache:alloc	0
unix:0:memseg_cache:alloc_fail	0
unix:0:memseg_cache:buf_avail	0
unix:0:memseg_cache:buf_constructed	0
unix:0:memseg_cache:buf_inuse	0
unix:0:memseg_cache:buf_max	0
unix:0:memseg_cache:buf_size	112
unix:0:memseg_cache:buf_total	0
unix:0:memseg_cache:chunk_size	112
unix:0:memseg_cache:class	kmem_cache
unix:0:memseg_cache:crtime	66.0107318
unix:0:memseg_cache:depot_alloc	0
unix:0:memseg_cache:depot_contention	0
unix:0:memseg_cache:depot_free	0
unix:0:memseg_cache:empty_magazines	0
unix:0:memseg_cache:free	0
unix:0:memseg_cache:full_magazines	0
unix:0:memseg_cache:hash_lookup_depth	0
unix:0:memseg_cache:hash_rescale	0
unix:0:memseg_cache:hash_size	0
unix:0:memseg_cache:magazine_size	7
unix:0:memseg_cache:slab_alloc	0
unix:0:memseg_cache:slab_create	0
unix:0:memseg_cache:slab_destroy	0
unix:0:memseg_cache:slab_free	0
unix:0:memseg_cache:slab_size	8192
unix:0:memseg_cache:snaptime	8464512.68254
unix:0:memseg_cache:vmem_source	8
unix:0:mmu_ctx:class	hat
unix:0:mmu_ctx:crtime	66.2378644
unix:0:mmu_ctx:mmu_ctx_tsb_exceptions	230685
unix:0:mmu_ctx:mmu_ctx_tsb_raise_exception	1249
unix:0:mmu_ctx:mmu_ctx_wrap_around	28
unix:0:mmu_ctx:snaptime	8464512.6839186
unix:0:mmuctxdom_cache:align	64
unix:0:mmuctxdom_cache:alloc	2
unix:0:mmuctxdom_cache:alloc_fail	0
unix:0:mmuctxdom_cache:buf_avail	40
unix:0:mmuctxdom_cache:buf_constructed	0
unix:0:mmuctxdom_cache:buf_inuse	2
unix:0:mmuctxdom_cache:buf_max	42
unix:0:mmuctxdom_cache:buf_size	192
unix:0:mmuctxdom_cache:buf_total	42
unix:0:mmuctxdom_cache:chunk_size	192
unix:0:mmuctxdom_cache:class	kmem_cache
unix:0:mmuctxdom_cache:crtime	66.2372002
unix:0:mmuctxdom_cache:depot_alloc	0
unix:0:mmuctxdom_cache:depot_contention	0
unix:0:mmuctxdom_cache:depot_free	0
unix:0:mmuctxdom_cache:empty_magazines	0
unix:0:mmuctxdom_cache:free	0
unix:0:mmuctxdom_cache:full_magazines	0
unix:0:mmuctxdom_cache:hash_lookup_depth	0
unix:0:mmuctxdom_cache:hash_rescale	0
unix:0:mmuctxdom_cache:hash_size	0
unix:0:mmuctxdom_cache:magazine_size	7
unix:0:mmuctxdom_cache:slab_alloc	2
unix:0:mmuctxdom_cache:slab_create	1
unix:0:mmuctxdom_cache:slab_destroy	0
unix:0:mmuctxdom_cache:slab_free	0
unix:0:mmuctxdom_cache:slab_size	8192
unix:0:mmuctxdom_cache:snaptime	8464512.6842996
unix:0:mmuctxdom_cache:vmem_source	23
unix:0:mod_hash_entries:align	8
unix:0:mod_hash_entries:alloc	5672
unix:0:mod_hash_entries:alloc_fail	0
unix:0:mod_hash_entries:buf_avail	452
unix:0:mod_hash_entries:buf_constructed	259
unix:0:mod_hash_entries:buf_inuse	226
unix:0:mod_hash_entries:buf_max	678
unix:0:mod_hash_entries:buf_size	24
unix:0:mod_hash_entries:buf_total	678
unix:0:mod_hash_entries:chunk_size	24
unix:0:mod_hash_entries:class	kmem_cache
unix:0:mod_hash_entries:crtime	66.1332094
unix:0:mod_hash_entries:depot_alloc	126
unix:0:mod_hash_entries:depot_contention	0
unix:0:mod_hash_entries:depot_free	144
unix:0:mod_hash_entries:empty_magazines	0
unix:0:mod_hash_entries:free	5464
unix:0:mod_hash_entries:full_magazines	15
unix:0:mod_hash_entries:hash_lookup_depth	0
unix:0:mod_hash_entries:hash_rescale	0
unix:0:mod_hash_entries:hash_size	0
unix:0:mod_hash_entries:magazine_size	15
unix:0:mod_hash_entries:slab_alloc	485
unix:0:mod_hash_entries:slab_create	2
unix:0:mod_hash_entries:slab_destroy	0
unix:0:mod_hash_entries:slab_free	0
unix:0:mod_hash_entries:slab_size	8192
unix:0:mod_hash_entries:snaptime	8464512.6856684
unix:0:mod_hash_entries:vmem_source	23
unix:0:multidata:align	64
unix:0:multidata:alloc	0
unix:0:multidata:alloc_fail	0
unix:0:multidata:buf_avail	0
unix:0:multidata:buf_constructed	0
unix:0:multidata:buf_inuse	0
unix:0:multidata:buf_max	0
unix:0:multidata:buf_size	248
unix:0:multidata:buf_total	0
unix:0:multidata:chunk_size	256
unix:0:multidata:class	kmem_cache
unix:0:multidata:crtime	65.9561302
unix:0:multidata:depot_alloc	0
unix:0:multidata:depot_contention	0
unix:0:multidata:depot_free	0
unix:0:multidata:empty_magazines	0
unix:0:multidata:free	0
unix:0:multidata:full_magazines	0
unix:0:multidata:hash_lookup_depth	0
unix:0:multidata:hash_rescale	0
unix:0:multidata:hash_size	0
unix:0:multidata:magazine_size	7
unix:0:multidata:slab_alloc	0
unix:0:multidata:slab_create	0
unix:0:multidata:slab_destroy	0
unix:0:multidata:slab_free	0
unix:0:multidata:slab_size	8192
unix:0:multidata:snaptime	8464512.687124
unix:0:multidata:vmem_source	23
unix:0:multidata_pattbl:align	64
unix:0:multidata_pattbl:alloc	0
unix:0:multidata_pattbl:alloc_fail	0
unix:0:multidata_pattbl:buf_avail	0
unix:0:multidata_pattbl:buf_constructed	0
unix:0:multidata_pattbl:buf_inuse	0
unix:0:multidata_pattbl:buf_max	0
unix:0:multidata_pattbl:buf_size	32
unix:0:multidata_pattbl:buf_total	0
unix:0:multidata_pattbl:chunk_size	64
unix:0:multidata_pattbl:class	kmem_cache
unix:0:multidata_pattbl:crtime	65.9564052
unix:0:multidata_pattbl:depot_alloc	0
unix:0:multidata_pattbl:depot_contention	0
unix:0:multidata_pattbl:depot_free	0
unix:0:multidata_pattbl:empty_magazines	0
unix:0:multidata_pattbl:free	0
unix:0:multidata_pattbl:full_magazines	0
unix:0:multidata_pattbl:hash_lookup_depth	0
unix:0:multidata_pattbl:hash_rescale	0
unix:0:multidata_pattbl:hash_size	0
unix:0:multidata_pattbl:magazine_size	15
unix:0:multidata_pattbl:slab_alloc	0
unix:0:multidata_pattbl:slab_create	0
unix:0:multidata_pattbl:slab_destroy	0
unix:0:multidata_pattbl:slab_free	0
unix:0:multidata_pattbl:slab_size	8192
unix:0:multidata_pattbl:snaptime	8464512.6884956
unix:0:multidata_pattbl:vmem_source	23
unix:0:multidata_pdslab:align	64
unix:0:multidata_pdslab:alloc	0
unix:0:multidata_pdslab:alloc_fail	0
unix:0:multidata_pdslab:buf_avail	0
unix:0:multidata_pdslab:buf_constructed	0
unix:0:multidata_pdslab:buf_inuse	0
unix:0:multidata_pdslab:buf_max	0
unix:0:multidata_pdslab:buf_size	7112
unix:0:multidata_pdslab:buf_total	0
unix:0:multidata_pdslab:chunk_size	7168
unix:0:multidata_pdslab:class	kmem_cache
unix:0:multidata_pdslab:crtime	65.9563922
unix:0:multidata_pdslab:depot_alloc	0
unix:0:multidata_pdslab:depot_contention	0
unix:0:multidata_pdslab:depot_free	0
unix:0:multidata_pdslab:empty_magazines	0
unix:0:multidata_pdslab:free	0
unix:0:multidata_pdslab:full_magazines	0
unix:0:multidata_pdslab:hash_lookup_depth	0
unix:0:multidata_pdslab:hash_rescale	0
unix:0:multidata_pdslab:hash_size	64
unix:0:multidata_pdslab:magazine_size	1
unix:0:multidata_pdslab:slab_alloc	0
unix:0:multidata_pdslab:slab_create	0
unix:0:multidata_pdslab:slab_destroy	0
unix:0:multidata_pdslab:slab_free	0
unix:0:multidata_pdslab:slab_size	57344
unix:0:multidata_pdslab:snaptime	8464512.6898574
unix:0:multidata_pdslab:vmem_source	23
unix:0:namefs_inodes_1:align	1
unix:0:namefs_inodes_1:alloc	19
unix:0:namefs_inodes_1:alloc_fail	0
unix:0:namefs_inodes_1:buf_avail	46
unix:0:namefs_inodes_1:buf_constructed	1
unix:0:namefs_inodes_1:buf_inuse	18
unix:0:namefs_inodes_1:buf_max	64
unix:0:namefs_inodes_1:buf_size	1
unix:0:namefs_inodes_1:buf_total	64
unix:0:namefs_inodes_1:chunk_size	1
unix:0:namefs_inodes_1:class	kmem_cache
unix:0:namefs_inodes_1:crtime	89.6917846
unix:0:namefs_inodes_1:depot_alloc	0
unix:0:namefs_inodes_1:depot_contention	0
unix:0:namefs_inodes_1:depot_free	1
unix:0:namefs_inodes_1:empty_magazines	0
unix:0:namefs_inodes_1:free	2
unix:0:namefs_inodes_1:full_magazines	0
unix:0:namefs_inodes_1:hash_lookup_depth	0
unix:0:namefs_inodes_1:hash_rescale	0
unix:0:namefs_inodes_1:hash_size	64
unix:0:namefs_inodes_1:magazine_size	15
unix:0:namefs_inodes_1:slab_alloc	19
unix:0:namefs_inodes_1:slab_create	1
unix:0:namefs_inodes_1:slab_destroy	0
unix:0:namefs_inodes_1:slab_free	0
unix:0:namefs_inodes_1:slab_size	64
unix:0:namefs_inodes_1:snaptime	8464512.6913568
unix:0:namefs_inodes_1:vmem_source	56
unix:0:ncstats:class	misc
unix:0:ncstats:crtime	69.2818562
unix:0:ncstats:dbl_enters	7413
unix:0:ncstats:enters	90769
unix:0:ncstats:hits	177790030
unix:0:ncstats:long_enter	0
unix:0:ncstats:long_look	0
unix:0:ncstats:misses	54802
unix:0:ncstats:move_to_front	6433
unix:0:ncstats:purges	495
unix:0:ncstats:snaptime	8464512.6928892
unix:0:nfs4_access_cache:align	8
unix:0:nfs4_access_cache:alloc	0
unix:0:nfs4_access_cache:alloc_fail	0
unix:0:nfs4_access_cache:buf_avail	0
unix:0:nfs4_access_cache:buf_constructed	0
unix:0:nfs4_access_cache:buf_inuse	0
unix:0:nfs4_access_cache:buf_max	0
unix:0:nfs4_access_cache:buf_size	56
unix:0:nfs4_access_cache:buf_total	0
unix:0:nfs4_access_cache:chunk_size	56
unix:0:nfs4_access_cache:class	kmem_cache
unix:0:nfs4_access_cache:crtime	114.15315
unix:0:nfs4_access_cache:depot_alloc	0
unix:0:nfs4_access_cache:depot_contention	0
unix:0:nfs4_access_cache:depot_free	0
unix:0:nfs4_access_cache:empty_magazines	0
unix:0:nfs4_access_cache:free	0
unix:0:nfs4_access_cache:full_magazines	0
unix:0:nfs4_access_cache:hash_lookup_depth	0
unix:0:nfs4_access_cache:hash_rescale	0
unix:0:nfs4_access_cache:hash_size	0
unix:0:nfs4_access_cache:magazine_size	15
unix:0:nfs4_access_cache:slab_alloc	0
unix:0:nfs4_access_cache:slab_create	0
unix:0:nfs4_access_cache:slab_destroy	0
unix:0:nfs4_access_cache:slab_free	0
unix:0:nfs4_access_cache:slab_size	8192
unix:0:nfs4_access_cache:snaptime	8464512.693506
unix:0:nfs4_access_cache:vmem_source	23
unix:0:nfs4_ace4_list_cache:align	8
unix:0:nfs4_ace4_list_cache:alloc	0
unix:0:nfs4_ace4_list_cache:alloc_fail	0
unix:0:nfs4_ace4_list_cache:buf_avail	0
unix:0:nfs4_ace4_list_cache:buf_constructed	0
unix:0:nfs4_ace4_list_cache:buf_inuse	0
unix:0:nfs4_ace4_list_cache:buf_max	0
unix:0:nfs4_ace4_list_cache:buf_size	264
unix:0:nfs4_ace4_list_cache:buf_total	0
unix:0:nfs4_ace4_list_cache:chunk_size	264
unix:0:nfs4_ace4_list_cache:class	kmem_cache
unix:0:nfs4_ace4_list_cache:crtime	114.153258
unix:0:nfs4_ace4_list_cache:depot_alloc	0
unix:0:nfs4_ace4_list_cache:depot_contention	0
unix:0:nfs4_ace4_list_cache:depot_free	0
unix:0:nfs4_ace4_list_cache:empty_magazines	0
unix:0:nfs4_ace4_list_cache:free	0
unix:0:nfs4_ace4_list_cache:full_magazines	0
unix:0:nfs4_ace4_list_cache:hash_lookup_depth	0
unix:0:nfs4_ace4_list_cache:hash_rescale	0
unix:0:nfs4_ace4_list_cache:hash_size	0
unix:0:nfs4_ace4_list_cache:magazine_size	3
unix:0:nfs4_ace4_list_cache:slab_alloc	0
unix:0:nfs4_ace4_list_cache:slab_create	0
unix:0:nfs4_ace4_list_cache:slab_destroy	0
unix:0:nfs4_ace4_list_cache:slab_free	0
unix:0:nfs4_ace4_list_cache:slab_size	8192
unix:0:nfs4_ace4_list_cache:snaptime	8464512.6950124
unix:0:nfs4_ace4_list_cache:vmem_source	23
unix:0:nfs4_ace4vals_cache:align	8
unix:0:nfs4_ace4vals_cache:alloc	0
unix:0:nfs4_ace4vals_cache:alloc_fail	0
unix:0:nfs4_ace4vals_cache:buf_avail	0
unix:0:nfs4_ace4vals_cache:buf_constructed	0
unix:0:nfs4_ace4vals_cache:buf_inuse	0
unix:0:nfs4_ace4vals_cache:buf_max	0
unix:0:nfs4_ace4vals_cache:buf_size	48
unix:0:nfs4_ace4vals_cache:buf_total	0
unix:0:nfs4_ace4vals_cache:chunk_size	48
unix:0:nfs4_ace4vals_cache:class	kmem_cache
unix:0:nfs4_ace4vals_cache:crtime	114.1532428
unix:0:nfs4_ace4vals_cache:depot_alloc	0
unix:0:nfs4_ace4vals_cache:depot_contention	0
unix:0:nfs4_ace4vals_cache:depot_free	0
unix:0:nfs4_ace4vals_cache:empty_magazines	0
unix:0:nfs4_ace4vals_cache:free	0
unix:0:nfs4_ace4vals_cache:full_magazines	0
unix:0:nfs4_ace4vals_cache:hash_lookup_depth	0
unix:0:nfs4_ace4vals_cache:hash_rescale	0
unix:0:nfs4_ace4vals_cache:hash_size	0
unix:0:nfs4_ace4vals_cache:magazine_size	15
unix:0:nfs4_ace4vals_cache:slab_alloc	0
unix:0:nfs4_ace4vals_cache:slab_create	0
unix:0:nfs4_ace4vals_cache:slab_destroy	0
unix:0:nfs4_ace4vals_cache:slab_free	0
unix:0:nfs4_ace4vals_cache:slab_size	8192
unix:0:nfs4_ace4vals_cache:snaptime	8464512.6965214
unix:0:nfs4_ace4vals_cache:vmem_source	23
unix:0:nfs_access_cache:align	8
unix:0:nfs_access_cache:alloc	9484
unix:0:nfs_access_cache:alloc_fail	0
unix:0:nfs_access_cache:buf_avail	3897
unix:0:nfs_access_cache:buf_constructed	3820
unix:0:nfs_access_cache:buf_inuse	163
unix:0:nfs_access_cache:buf_max	4060
unix:0:nfs_access_cache:buf_size	56
unix:0:nfs_access_cache:buf_total	4060
unix:0:nfs_access_cache:chunk_size	56
unix:0:nfs_access_cache:class	kmem_cache
unix:0:nfs_access_cache:crtime	114.1459892
unix:0:nfs_access_cache:depot_alloc	202
unix:0:nfs_access_cache:depot_contention	0
unix:0:nfs_access_cache:depot_free	458
unix:0:nfs_access_cache:empty_magazines	9
unix:0:nfs_access_cache:free	9577
unix:0:nfs_access_cache:full_magazines	253
unix:0:nfs_access_cache:hash_lookup_depth	0
unix:0:nfs_access_cache:hash_rescale	0
unix:0:nfs_access_cache:hash_size	0
unix:0:nfs_access_cache:magazine_size	15
unix:0:nfs_access_cache:slab_alloc	3983
unix:0:nfs_access_cache:slab_create	28
unix:0:nfs_access_cache:slab_destroy	0
unix:0:nfs_access_cache:slab_free	0
unix:0:nfs_access_cache:slab_size	8192
unix:0:nfs_access_cache:snaptime	8464512.698004
unix:0:nfs_access_cache:vmem_source	23
unix:0:ohci_nexus_enum_tq:class	taskq
unix:0:ohci_nexus_enum_tq:crtime	84.7437844
unix:0:ohci_nexus_enum_tq:executed	0
unix:0:ohci_nexus_enum_tq:maxtasks	0
unix:0:ohci_nexus_enum_tq:nactive	1
unix:0:ohci_nexus_enum_tq:nalloc	0
unix:0:ohci_nexus_enum_tq:priority	60
unix:0:ohci_nexus_enum_tq:snaptime	8464512.6993826
unix:0:ohci_nexus_enum_tq:tasks	0
unix:0:ohci_nexus_enum_tq:threads	1
unix:0:ohci_nexus_enum_tq:totaltime	0
unix:0:pa_hment_cache:align	8
unix:0:pa_hment_cache:alloc	296474
unix:0:pa_hment_cache:alloc_fail	0
unix:0:pa_hment_cache:buf_avail	208
unix:0:pa_hment_cache:buf_constructed	112
unix:0:pa_hment_cache:buf_inuse	46
unix:0:pa_hment_cache:buf_max	254
unix:0:pa_hment_cache:buf_size	64
unix:0:pa_hment_cache:buf_total	254
unix:0:pa_hment_cache:chunk_size	64
unix:0:pa_hment_cache:class	kmem_cache
unix:0:pa_hment_cache:crtime	66.2390466
unix:0:pa_hment_cache:depot_alloc	346
unix:0:pa_hment_cache:depot_contention	0
unix:0:pa_hment_cache:depot_free	355
unix:0:pa_hment_cache:empty_magazines	1
unix:0:pa_hment_cache:free	296437
unix:0:pa_hment_cache:full_magazines	5
unix:0:pa_hment_cache:hash_lookup_depth	0
unix:0:pa_hment_cache:hash_rescale	0
unix:0:pa_hment_cache:hash_size	0
unix:0:pa_hment_cache:magazine_size	15
unix:0:pa_hment_cache:slab_alloc	158
unix:0:pa_hment_cache:slab_create	2
unix:0:pa_hment_cache:slab_destroy	0
unix:0:pa_hment_cache:slab_free	0
unix:0:pa_hment_cache:slab_size	8192
unix:0:pa_hment_cache:snaptime	8464512.6999772
unix:0:pa_hment_cache:vmem_source	8
unix:0:page_retire:class	misc
unix:0:page_retire:crtime	69.2857802
unix:0:page_retire:pages_deferred	0
unix:0:page_retire:pages_deferred_kernel	0
unix:0:page_retire:pages_fma	0
unix:0:page_retire:pages_limit	1040
unix:0:page_retire:pages_limit_exceeded	0
unix:0:page_retire:pages_multiple_ce	0
unix:0:page_retire:pages_notdequeued	0
unix:0:page_retire:pages_notenqueued	0
unix:0:page_retire:pages_pending	0
unix:0:page_retire:pages_retire_request	0
unix:0:page_retire:pages_retire_request_free	0
unix:0:page_retire:pages_retired	0
unix:0:page_retire:pages_ue	0
unix:0:page_retire:pages_ue_cleared_freed	0
unix:0:page_retire:pages_ue_cleared_retired	0
unix:0:page_retire:pages_ue_persistent	0
unix:0:page_retire:pages_unretired	0
unix:0:page_retire:snaptime	8464512.701472
unix:0:pcf8584_nexus_enum_tq:class	taskq
unix:0:pcf8584_nexus_enum_tq:crtime	83.1109108
unix:0:pcf8584_nexus_enum_tq:executed	0
unix:0:pcf8584_nexus_enum_tq:maxtasks	0
unix:0:pcf8584_nexus_enum_tq:nactive	1
unix:0:pcf8584_nexus_enum_tq:nalloc	0
unix:0:pcf8584_nexus_enum_tq:priority	60
unix:0:pcf8584_nexus_enum_tq:snaptime	8464512.702593
unix:0:pcf8584_nexus_enum_tq:tasks	0
unix:0:pcf8584_nexus_enum_tq:threads	1
unix:0:pcf8584_nexus_enum_tq:totaltime	0
unix:0:pci_ecc_queue:cancelled	0
unix:0:pci_ecc_queue:class	errorq
unix:0:pci_ecc_queue:commit_fail	0
unix:0:pci_ecc_queue:committed	0
unix:0:pci_ecc_queue:crtime	69.294017
unix:0:pci_ecc_queue:dispatched	0
unix:0:pci_ecc_queue:dropped	0
unix:0:pci_ecc_queue:logged	0
unix:0:pci_ecc_queue:reserve_fail	0
unix:0:pci_ecc_queue:reserved	0
unix:0:pci_ecc_queue:snaptime	8464512.7031792
unix:0:pci_target_queue:cancelled	0
unix:0:pci_target_queue:class	errorq
unix:0:pci_target_queue:commit_fail	0
unix:0:pci_target_queue:committed	0
unix:0:pci_target_queue:crtime	69.2940328
unix:0:pci_target_queue:dispatched	0
unix:0:pci_target_queue:dropped	0
unix:0:pci_target_queue:logged	0
unix:0:pci_target_queue:reserve_fail	0
unix:0:pci_target_queue:reserved	0
unix:0:pci_target_queue:snaptime	8464512.7038428
unix:0:pcisch0_dvma_8192:align	8192
unix:0:pcisch0_dvma_8192:alloc	38886
unix:0:pcisch0_dvma_8192:alloc_fail	0
unix:0:pcisch0_dvma_8192:buf_avail	0
unix:0:pcisch0_dvma_8192:buf_constructed	0
unix:0:pcisch0_dvma_8192:buf_inuse	1052
unix:0:pcisch0_dvma_8192:buf_max	1052
unix:0:pcisch0_dvma_8192:buf_size	8192
unix:0:pcisch0_dvma_8192:buf_total	1052
unix:0:pcisch0_dvma_8192:chunk_size	8192
unix:0:pcisch0_dvma_8192:class	kmem_cache
unix:0:pcisch0_dvma_8192:crtime	69.2933254
unix:0:pcisch0_dvma_8192:depot_alloc	1025
unix:0:pcisch0_dvma_8192:depot_contention	0
unix:0:pcisch0_dvma_8192:depot_free	1029
